Video filename,Talker,Modaliy,Style,Story,Sentence,New filename,A start,V start,A end,V end,Comments,Problematic,Error Type,Accent,Syllable Number,,,Interference at the end,Interference at the beginning,,,Start,End
sp06_av_ids_sty_B_part1,sp06,av,ids,3,45,sp06_av_ids_str3_snt45,493.96,493.24,496.44,496.58,Mouth open beginning sentence,,,British English,8,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,46,sp06_av_ids_str3_snt46,498.86,498.32,500.94,501.48,Mouth open beginning sentence,,,British English,7,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,47,sp06_av_ids_str3_snt47,503.08,502.6,506.5,506.64,,,,British English,7,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,48,sp06_av_ids_str3_snt48,508.38,507.92,512.56,512.98,,,,British English,13,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,49,sp06_av_ids_str3_snt49,514.44,513.86,519.2,519.36,,,,British English,12,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,50,sp06_av_ids_str3_snt50,520.7,520.42,525.04,525.1,Mouth open beginning sentence,,,British English,14,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,51,sp06_av_ids_str3_snt51,527.34,526.6,530.24,530.66,Mouth open beginning sentence,,,British English,9,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,52,sp06_av_ids_str3_snt52,532.2,531.72,534.32,534.52,,,,British English,8,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,53,sp06_av_ids_str3_snt53,536.3,535.9,540.76,540.92,Mouth open beginning sentence,,,British English,13,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,54,sp06_av_ids_str3_snt54,542.12,541.7,545.8,546.16,,,,British English,6,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,55,sp06_av_ids_str3_snt55,547.52,546.76,550.9,551.04,,,,British English,10,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,56,sp06_av_ids_str3_snt56,552.78,552.14,556.24,556.56,,,,British English,11,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,57,sp06_av_ids_str3_snt57,558.14,557.62,560.24,560.42,,,,British English,5,,,No,No,,,--,--
sp06_av_ids_sty_B_part1,sp06,av,ids,3,58,sp06_av_ids_str3_snt58,562.5,561.84,567.32,567.56,Half smile at the beginning of the sentence,,,British English,13,,,--,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,59,sp06_av_ids_str4_snt59,31,30.34,33.28,33.9,Wide smile beginning of the sentence,,,British English,10,,,No,Yes,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,60,sp06_av_ids_str4_snt60,35.68,34.92,38.6,38.82,,,,British English, 12,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,61,sp06_av_ids_str4_snt61,40.42,40,41.9,42.34,,,,British English,2,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,62,sp06_av_ids_str4_snt62,43.7,43.28,46.02,46.4,,,,British English, 8,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,63,sp06_av_ids_str4_snt63,47.64,47.18,50.22,50.62,,,,British English, 9,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,64,sp06_av_ids_str4_snt64,51.74,51.38,54.82,55,,,,British English, 12,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,65,sp06_av_ids_str4_snt65,56.26,55.6,58.78,58.9,,,,British English, 6,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,66,sp06_av_ids_str4_snt66,60.3,59.8,63.08,63.24,,,,British English, 11,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,67,sp06_av_ids_str4_snt67,64.24,64,68.74,69,Mouth still open end sentence,,,British English, 12,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,68,sp06_av_ids_str4_snt68,71.02,70.72,73.88,74.1,,,,British English, 8,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,69,sp06_av_ids_str4_snt69,75.3,74.9,77.86,78.16,,,,British English, 6,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,70,sp06_av_ids_str4_snt70,79.62,79.14,81.62,81.8,,,,British English, 5,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,71,sp06_av_ids_str4_snt71,83.5,83.2,87.12,87.4,Mouth open beginning sentence,,,British English, 11,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,72,sp06_av_ids_str4_snt72,88.66,88.28,92.46,92.7,,,,British English, 10,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,73,sp06_av_ids_str4_snt73,94.34,93.8,96.18,96.72,,,,British English, 7,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,74,sp06_av_ids_str4_snt74,98.28,97.64,101.26,101.5,mouth open end of sentence,,,British English,6,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,4,75,sp06_av_ids_str4_snt75,102.5,102.44,107.08,107.2,Mouth open beginning sentence,,,British English,13,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,1,sp06_av_ids_str1_snt01,119,118.64,124.2,124.44,,,,British English,15,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,2,sp06_av_ids_str1_snt02,125.52,125.14,130.1,130.3,,,,British English,12,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,3,sp06_av_ids_str1_snt03,131.4,131.04,134.58,134.8,,,,British English,7,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,4,sp06_av_ids_str1_snt04,136.22,135.84,140.72,140.84,,,,British English,11,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,5,sp06_av_ids_str1_snt05,141.9,141.76,146.36,146.48,,,,British English,8,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,6,sp06_av_ids_str1_snt06,147.86,147.44,151.92,152.3,,,,British English,11,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,7,sp06_av_ids_str1_snt07,153.74,153.64,156.6,156.76,mouth open end of sentence,,,British English,5,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,8,sp06_av_ids_str1_snt08,158.36,157.76,161.04,161.18,Mouth open beginning sentence,,,British English,14,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,9,sp06_av_ids_str1_snt09,162.52,161.96,166.42,166.66,,,,British English,5,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,10,sp06_av_ids_str1_snt10,167.54,167.38,170.92,171.2,smiling closed mouth end sentence,,,British English,9,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,11,sp06_av_ids_str1_snt11,181.28,181.16,184,184.34,,,,British English,11,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,12,sp06_av_ids_str1_snt12,186.24,185.46,190.02,190.28,,,,British English,6,,,No,No,,,--,--
sp06_av_ids_sty_B_part2,sp06,av,ids,1,13,sp06_av_ids_str1_snt13,191.8,191.38,195.3,195.68,,,,British English,9,,,--,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,1,sp07_av_ids_str1_snt01,32.22,31.32,36.14,36.44,,,,British English,15,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,2,sp07_av_ids_str1_snt02,37.56,37.2,40.64,40.8,mouth open at the beginning & end of the sentence,,,British English,12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,3,sp07_av_ids_str1_snt03,42.54,42.44,45,45.34,mouth open at the beginning & end of the sentence,,,British English,7,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,4,sp07_av_ids_str1_snt04,47.36,47,50.44,51.3,,,,British English,11,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,5,sp07_av_ids_str1_snt05,52.7,52.38,55.88,56.3,,,,British English,8,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,6,sp07_av_ids_str1_snt06,58.06,57.48,61.64,62,,,,British English,11,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,7,sp07_av_ids_str1_snt07,63.54,63.1,66.22,66.58,mouth open end of sentence,,,British English,5,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,8,sp07_av_ids_str1_snt08,67.3,67,69.38,69.72,mouth open at the beginning & end of the sentence,,,British English,14,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,9,sp07_av_ids_str1_snt09,71.72,71.4,74.82,75.36,mouth open end of sentence,,,British English,5,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,10,sp07_av_ids_str1_snt10,76.6,76,78.78,79.16,mouth open end of sentence,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,11,sp07_av_ids_str1_snt11,80.76,80.62,82.82,83.1,mouth open at the beginning & end of the sentence,,,British English,11,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,12,sp07_av_ids_str1_snt12,85.26,84.58,88.44,89,,,,British English,6,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,1,13,sp07_av_ids_str1_snt13,90.84,89.94,93.26,93.54,,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,14,sp07_av_ids_str2_snt14,104.9,103.82,107.44,108,,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,15,sp07_av_ids_str2_snt15,109.54,108.86,112.84,113.3,,,,British English,12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,16,sp07_av_ids_str2_snt16,114.6,114.12,117.28,117.84,,,,British English,11,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,17,sp07_av_ids_str2_snt17,119.36,118.48,123,123.22,mouth open end of sentence,,,British English,13,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,18,sp07_av_ids_str2_snt18,124.96,124.64,129.12,129.7,mouth open beginning of sentence,,,British English,14,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,19,sp07_av_ids_str2_snt19,131.72,130.4,134.8,135.82,,,,British English,12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,20,sp07_av_ids_str2_snt20,137,136.36,140.7,140.96,,,,British English,16,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,21,sp07_av_ids_str2_snt21,143.1,142.4,146.98,148.3,,,,British English,13,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,22,sp07_av_ids_str2_snt22,148.98,148.54,152.1,152.66,,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,23,sp07_av_ids_str2_snt23,155.52,155.06,159.68,160.44,mouth open beginning of sentence,,,British English,12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,24,sp07_av_ids_str2_snt24,209.5,209.02,211.86,212.2,,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,25,sp07_av_ids_str2_snt25,213.92,213.36,217.44,217.9,mouth open end of sentence,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,26,sp07_av_ids_str2_snt26,219.82,219.14,222.18,223,,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,27,sp07_av_ids_str2_snt27,224.7,224.1,227.14,227.8,,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,28,sp07_av_ids_str2_snt28,229.48,228.76,231.84,232.26,,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,29,sp07_av_ids_str2_snt29,234.16,233.5,236.8,237.22,mouth slightly open at the beginning of the sentence,,,British English,7,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,30,sp07_av_ids_str2_snt30,238.82,238.26,241.94,242.28,,,,British English,12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,31,sp07_av_ids_str2_snt31,243.74,243.28,246.04,246.6,mouth slightly open at the end of the sentence,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,32,sp07_av_ids_str2_snt32,247.7,247.2,250.72,251,mouth slightly open at the beginning & end of the sentence,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,33,sp07_av_ids_str2_snt33,253.24,252.88,256.92,257.18,mouth slightly open at the beginning of the sentence,,,British English,14,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,2,34,sp07_av_ids_str2_snt34,258.86,258.3,262.48,262.82,,,,British English,11,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,35,sp07_av_ids_str3_snt35,272.12,271.34,274.32,274.62,,,,British English,8,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,36,sp07_av_ids_str3_snt36,276.66,275.44,279.08,279.7,,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,37,sp07_av_ids_str3_snt37,281,280.68,283.54,283.78,mouth slightly open at the beginning of the sentence,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,38,sp07_av_ids_str3_snt38,285.68,285,288.6,288.82,,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,39,sp07_av_ids_str3_snt39,290.44,290.2,293.26,293.6,mouth open at the beginning & end of the sentence,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,40,sp07_av_ids_str3_snt40,295.64,295.3,299.2,299.6,mouth slightly open at the beginning of the sentence,,,British English,13,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,41,sp07_av_ids_str3_snt41,301.2,300.32,304.56,305.14,,,,British English,13,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,42,sp07_av_ids_str3_snt42,306.46,306.24,308.88,309.04,mouth slightly open at the end of the sentence,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,43,sp07_av_ids_str3_snt43,310.5,310.08,312.34,312.72,mouth slightly open at the beginning of the sentence,,,British English,6,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,44,sp07_av_ids_str3_snt44,314.66,313.84,318.32,318.86,mouth slightly open at the end of the sentence,,,British English,12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,45,sp07_av_ids_str3_snt45,321.02,320.38,323.34,323.7,mouth open beginning of sentence,,,British English,8,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,46,sp07_av_ids_str3_snt46,324.6,324.4,326.84,327.16,,,,British English,7,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,47,sp07_av_ids_str3_snt47,328.66,327.78,331.3,331.74,mouth slightly open at the end of the sentence,,,British English,7,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,48,sp07_av_ids_str3_snt48,333.16,332.8,336.6,337.16,mouth slightly open at the beginning & end of the sentence,,,British English,13,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,49,sp07_av_ids_str3_snt49,338.5,338.14,342.36,343,,,,British English,12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,50,sp07_av_ids_str3_snt50,343.74,343.38,347.04,348,,,,British English,14,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,51,sp07_av_ids_str3_snt51,348.62,348.46,350.44,350.92,,,,British English,9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,52,sp07_av_ids_str3_snt52,352,351.8,354.38,354.82,mouth slightly open at the end of the sentence,,,British English,8,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,53,sp07_av_ids_str3_snt53,363.66,363.3,366.76,367.12,,,,British English,13,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,54,sp07_av_ids_str3_snt54,368.08,367.88,371.5,371.9,mouth slightly open at the end of the sentence,,,British English,6,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,55,sp07_av_ids_str3_snt55,373.14,372.48,376.35,376.58,mouth slightly open at the beginning of the sentence,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,56,sp07_av_ids_str3_snt56,378.22,377.6,380.86,381.2,,,,British English,11,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,57,sp07_av_ids_str3_snt57,382.78,382.24,384.72,385,mouth slightly open at the end of the sentence,,,British English,5,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,3,58,sp07_av_ids_str3_snt58,386.56,385.84,390.14,390.28,mouth slightly open at the beginning & end of the sentence,,,British English,13,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,59,sp07_av_ids_str4_snt59,405.3,404.8,407.7,407.96,,,,British English,10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,60,sp07_av_ids_str4_snt60,409.32,408.76,411.92,412.78,,,,British English, 12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,61,sp07_av_ids_str4_snt61,413.64,413.3,415.22,415.42,,,,British English,2,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,62,sp07_av_ids_str4_snt62,417.06,416.52,419.16,419.86,mouth slightly open at the end of the sentence,,,British English, 8,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,63,sp07_av_ids_str4_snt63,421.26,420.86,423.38,423.52,mouth slightly open at the beginning & end of the sentence,,,British English, 9,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,64,sp07_av_ids_str4_snt64,425.52,425.04,428.84,429.12,mouth slightly open at the beginning of the sentence,,,British English, 12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,65,sp07_av_ids_str4_snt65,430.76,430.1,432.8,433.36,,,,British English, 6,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,66,sp07_av_ids_str4_snt66,434.7,434.06,437.42,437.84,,,,British English, 11,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,67,sp07_av_ids_str4_snt67,439.28,438.96,443.32,443.64,mouth slightly open at the end of the sentence,,,British English, 12,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,68,sp07_av_ids_str4_snt68,444.58,444.26,447,447.4,,,,British English, 8,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,69,sp07_av_ids_str4_snt69,449.2,448.48,451.28,451.64,,,,British English, 6,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,70,sp07_av_ids_str4_snt70,473,452.6,454.54,455.04,mouth slightly open at the beginning of the sentence,,,British English, 5,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,71,sp07_av_ids_str4_snt71,456.36,455.7,459.62,460.14,mouth slightly open at the end of the sentence,,,British English, 11,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,72,sp07_av_ids_str4_snt72,461.66,461.1,464.08,465.08,mouth slightly open at the beginning of the sentence,,,British English, 10,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,73,sp07_av_ids_str4_snt73,466,465.62,467.84,468.32,,,,British English, 7,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,74,sp07_av_ids_str4_snt74,470.4,469.48,472.54,472.88,mouth slightly open at the end of the sentence,,,British English,6,,,No,No,,,--,--
sp07_av_ids_sty_A,sp07,av,ids,4,75,sp07_av_ids_str4_snt75,474.76,474.44,478.18,478.82,mouth slightly open at the beginning of the sentence,,,British English,13,,,--,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,59,sp08_av_ids_str4_snt59,189.32,189,191.62,192,Mouth open between sentences.,,,American English,10,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,60,sp08_av_ids_str4_snt60,193.16,192.94,196,196.32,Mouth contantly open in between sentences,,,American English, 12,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,61,sp08_av_ids_str4_snt61,197.66,197.36,199,199.4,Mouth contantly open in between sentences,,,American English,2,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,62,sp08_av_ids_str4_snt62,200.7,200.4,202.96,203.32,Mouth contantly open in between sentences,,,American English, 8,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,63,sp08_av_ids_str4_snt63,204.66,204,207.44,207.86,Mouth contantly open in between sentences,,,American English, 9,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,64,sp08_av_ids_str4_snt64,208.7,208.42,212.4,213,Mouth contantly open in between sentences,,,American English, 12,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,65,sp08_av_ids_str4_snt65,213.8,213.3,216.46,217,Mouth contantly open in between sentences,,,American English, 6,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,66,sp08_av_ids_str4_snt66,217.78,217.44,220.92,221.42,Mouth contantly open in between sentences,,,American English, 11,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,67,sp08_av_ids_str4_snt67,222.66,222.14,226.98,227.2,Mouth open end of sentence,,,American English, 12,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,68,sp08_av_ids_str4_snt68,228.36,228.18,231.48,231.7,mouth open at the beginning of sentence,,,American English, 8,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,69,sp08_av_ids_str4_snt69,232.5,232.28,235.1,235.78,Mouth open end of sentence,,,American English, 6,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,70,sp08_av_ids_str4_snt70,236.6,236.08,238.2,238.56,Mouth open end of sentence,,,American English, 5,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,71,sp08_av_ids_str4_snt71,239.76,239.52,243.28,243.86,Mouth open beginning & end of sentence,,,American English, 11,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,72,sp08_av_ids_str4_snt72,244.6,244.26,248,248.28,Mouth open beginning & end of sentence,,,American English, 10,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,73,sp08_av_ids_str4_snt73,250.04,249.7,252,252.42,mouth open at the beginning of sentence,,,American English, 7,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,74,sp08_av_ids_str4_snt74,253.72,253.14,257.14,257.28,Mouth open end of sentence,,,American English,6,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,4,75,sp08_av_ids_str4_snt75,258.42,258.2,262.82,263.38,Mouth open beginning & end of sentence,,,American English,13,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,1,sp08_av_ids_str1_snt01,315.78,315.32,320.1,320.74,mouth open at the beginning of sentence,,,American English,15,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,2,sp08_av_ids_str1_snt02,321.44,321,325.08,325.6,Mouth open end of sentence,,,American English,12,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,3,sp08_av_ids_str1_snt03,326.82,326.42,329.54,329.82,mouth open at the beginning of sentence,,,American English,7,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,4,sp08_av_ids_str1_snt04,330.9,330.16,334.46,335,Mouth open beginning & end of sentence,,,American English,11,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,5,sp08_av_ids_str1_snt05,335.84,335.62,340.36,340.62,Mouth open beginning & end of sentence,,,American English,8,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,6,sp08_av_ids_str1_snt06,341.34,341.12,345.6,345.76,mouth open at the beginning of sentence,,,American English,11,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,7,sp08_av_ids_str1_snt07,346.78,346.34,349.94,350.26,Mouth open end of sentence,,,American English,5,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,8,sp08_av_ids_str1_snt08,351.84,351.34,354.5,354.94,Mouth open beginning & end of sentence,,,American English,14,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,9,sp08_av_ids_str1_snt09,355.9,355.6,359.56,360.24,Mouth open beginning & end of sentence,,,American English,5,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,10,sp08_av_ids_str1_snt10,361.74,361,365.24,365.86,Mouth open end of sentence,,,American English,9,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,11,sp08_av_ids_str1_snt11,366.7,366.38,369.74,370.02,mouth open at the beginning of sentence,,,American English,11,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,12,sp08_av_ids_str1_snt12,371.5,370.74,375.32,375.58,mouth open at the beginning of sentence,,,American English,6,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,1,13,sp08_av_ids_str1_snt13,377,376.52,380.06,380.5,mouth open at the beginning of sentence,,,American English,9,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,14,sp08_av_ids_str2_snt14,397.54,397.24,400.5,400.84,Mouth open beginning & end of sentence,,,American English,10,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,15,sp08_av_ids_str2_snt15,401.34,401.16,405.38,405.7,Mouth open beginning & end of sentence,,,American English,12,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,16,sp08_av_ids_str2_snt16,406.58,406.28,409.42,410.1,mouth open at the beginning of sentence,,,American English,11,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,17,sp08_av_ids_str2_snt17,412.4,411.7,416.46,416.82,Mouth open beginning & end of sentence,,,American English,13,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,18,sp08_av_ids_str2_snt18,418.34,418.14,423.02,423.8,mouth open at the beginning of sentence,,,American English,14,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,19,sp08_av_ids_str2_snt19,424.56,424.2,428.58,428.98,Mouth open end of sentence,,,American English,12,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,20,sp08_av_ids_str2_snt20,430.08,429.66,434.46,434.74,mouth open at the beginning of sentence,,,American English,16,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,21,sp08_av_ids_str2_snt21,436.16,435.7,439.46,439.78,Mouth open end of sentence,,,American English,13,,,No,No,,,--,--
sp08_av_ids_sty_D1-3,sp08,av,ids,2,22,sp08_av_ids_str2_snt22,443.14,442.68,447.24,447.52,Mouth open beginning & end of sentence,,,American English,10,,,No,No,,,--,--
