Video filename,Talker,Modaliy,Style,Story,Sentence,New filename,A start,V start,A end,V end,Comments,Problematic,Error Type,Accent,Syllable Number,,,Interference at the end,Interference at the beginning,,,Start,End
sp01_av_ids_sty_A,sp01,av,ids,3,41,,384.34,384.22,388.2,388.3,,,,American English,13,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,42,,389.7,389.56,392.54,392.72,,,,American English,9,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,43,,393.72,393.6,395.9,396.08,,,,American English,6,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,44,,397.64,397.22,401.8,401.84,,,,American English,12,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,45,,402.88,402.82,405.5,405.58,,,,American English,8,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,46,,407.5,407.22,410.1,410.18,,,,American English,7,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,47,,412.72,412.48,415.5,415.54,,,,American English,7,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,48,,416.94,416.74,420.52,420.58,,,,American English,13,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,49,,422.22,422.08,426.36,426.4,,,,American English,12,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,50,,431.2,430.92,435,435.04,,,,American English,14,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,51,,436.2,436.12,438.54,438.62,,,,American English,9,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,52,,439.22,439.12,442.38,442.5,,,,American English,8,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,53,,444.52,444.22,447.98,448.12,,,,American English,13,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,54,,450.58,450.28,453.8,453.88,,,,American English,6,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,55,,454.7,454.56,458.08,458.26,,,,American English,10,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,56,,459.58,459.4,462.96,463.04,,,,American English,11,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,57,,464.5,464.24,467.28,467.3,,,,American English,5,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,3,58,,468.46,468.34,471.88,472.12,,,,American English,13,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,59,,489.72,489.68,492.06,492.12,Interference (title),Yes,Interference,American English,10,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,60,,493.34,493.14,496.22,496.36,,,,American English, 12,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,61,,497.8,497.62,498.72,498.92,,,,American English,2,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,62,,500.58,500.48,503.16,503.32,,,,American English, 8,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,63,,504.48,504.34,506.96,507.1,,,,American English, 9,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,64,,508.44,508.32,511.68,511.84,,,,American English, 12,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,65,,513.86,513.84,515.98,516.94,,,,American English, 6,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,66,,516.88,516.78,520.14,520.2,,,,American English, 11,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,67,,521.34,521.22,525.48,525.58,,,,American English, 12,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,68,,526.16,525.96,528.88,528.9,,,,American English, 8,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,69,,530.52,530.46,532.28,532.3,,,,American English, 6,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,70,,533.68,533.48,535.16,535.2,,,,American English, 5,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,71,,536.3,536.2,539.46,539.56,,,,American English, 11,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,72,,540.1,540.02,543.06,543.1,,,,American English, 10,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,73,,544.28,544.2,546.68,546.78,,,,American English, 7,,,No,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,74,,548.38,548.26,550.8,550.84,Interference,Yes,Interference,American English,6,,,Yes,No,,,--,--
sp01_av_ids_sty_A,sp01,av,ids,4,75,,551.24,551.2,555.94,556,Interference,Yes,Interference,American English,13,,,--,Yes,,,--,--
,,,,,,,,,,,,,,,,,,No,Yes,,,check,check
sp02_av_ids_sty_C,sp02,av,ids,2,14,,84.82,84.42,87.72,87.76,"The speaker added ""okay"" at the end of the sentence.",Yes,Additional words,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,15,,88.68,88.64,91.86,91.94,,,,Hiberno English,12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,16,,93,92.92,95.32,95.52,,,,Hiberno English,11,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,17,,96.68,96.5,99.86,100,,,,Hiberno English,13,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,18,,101.34,101.2,105.38,105.44,,,,Hiberno English,14,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,19,,107.22,106.94,110.4,110.56,,,,Hiberno English,12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,20,,111.82,111.58,115.22,115.48,,,,Hiberno English,16,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,21,,116.5,116.44,119.52,119.64,,,,Hiberno English,13,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,22,,120.86,120.72,123.88,124,"The speaker added ""ah!"" at the end of the sentence.",Yes,Additional words,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,23,,125.42,125.28,129.68,129.88,,,,Hiberno English,12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,24,,130.74,130.58,133.46,133.56,,,,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,25,,134.62,134.58,137.88,138.04,,,,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,26,,139.04,138.98,142,142.14,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,27,,143.34,143.2,145.52,145.68,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,28,,146.74,146.62,149.36,149.6,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,29,,150.64,150.6,152.94,153.14,,,,Hiberno English,7,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,30,,154.3,154,157.76,157.9,,,,Hiberno English,12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,31,,158.4,158.34,160.68,160.78,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,32,,161.56,161.5,164.06,164.2,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,33,,165.36,165.24,168.92,169.04,,,,Hiberno English,14,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,2,34,,170,169.96,172.92,172.98,,,,Hiberno English,11,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,35,,182.38,182.3,184.22,184.44,,,,Hiberno English,8,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,36,,185.66,185.46,187.5,187.56,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,37,,188.64,188.46,191.08,191.2,,,,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,38,,192.14,192.08,194.46,194.56,,,,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,39,,195.64,195.58,198.3,198.4,,,,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,40,,199.64,199.42,203.1,203.2,,,,Hiberno English,13,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,41,,204.42,204.24,207.61,207.74,,,,Hiberno English,13,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,42,,208.98,208.9,211.04,211.4,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,43,,214.34,214.22,216.3,216.4,,,,Hiberno English,6,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,44,,218.44,218.24,221.72,221.78,,,,Hiberno English,12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,45,,222.24,222.16,224,224.18,,,,Hiberno English,8,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,46,,225.08,224.9,226.56,226.72,,,,Hiberno English,7,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,47,,228.02,227.82,230.14,230.18,,,,Hiberno English,7,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,48,,231.56,231.36,234.56,234.68,,,,Hiberno English,13,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,49,,236.48,236.36,239.62,239.68,,,,Hiberno English,12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,50,,240.98,240.88,243.88,244.1,,,,Hiberno English,14,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,51,,245.1,245.04,246.68,246.72,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,52,,247.58,247.46,249.72,249.82,,,,Hiberno English,8,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,53,,250.86,250.78,254.02,254.1,,,,Hiberno English,13,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,54,,255.06,254.86,256.96,257.14,,,,Hiberno English,6,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,55,,258.26,258.22,260.92,261.04,,,,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,56,,261.93,261.88,264.54,264.62,,,,Hiberno English,11,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,57,,265.48,265.42,267.08,267.24,,,,Hiberno English,5,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,3,58,,268.36,268.16,271.62,271.9,,,,Hiberno English,13,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,59,,282.12,282.02,283.92,284,,,,Hiberno English,10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,60,,284.94,284.76,287.12,287.18,"The speaker added ""yeah"" at the end of the sentence.",Yes,Additional words,Hiberno English, 12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,61,,288.5,288.4,289.2,289.28,Laughter at the end.,Yes,Noise,Hiberno English,2,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,62,,290.6,290.56,291.9,292,,,,Hiberno English, 8,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,63,,293.3,293.12,295.7,295.9,,,,Hiberno English, 9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,64,,296.88,296.72,300.12,300.3,,,,Hiberno English, 12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,65,,301.1,300.36,303.08,303.3,,,,Hiberno English, 6,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,66,,304.56,304.5,307,307.12,,,,Hiberno English, 11,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,67,,308.34,308.24,311.9,312,,,,Hiberno English, 12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,68,,312.66,312.54,314.43,314.5,,,,Hiberno English, 8,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,69,,316.18,315.98,317.5,317.64,,,,Hiberno English, 6,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,70,,318.9,318.82,320.16,320.26,,,,Hiberno English, 5,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,71,,321.6,321.5,324.83,324.9,,,,Hiberno English, 11,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,72,,326.06,325.96,328.88,328.96,,,,Hiberno English, 10,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,73,,330.22,330.14,331.6,331.8,,,,Hiberno English, 7,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,74,,333.3,333.12,335.3,335.52,,,,Hiberno English,6,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,4,75,,336.17,336.12,340.21,340.46,,,,Hiberno English,13,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,1,,347.96,347.86,351.24,351.42,,,,Hiberno English,15,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,2,,352.38,352.2,354.5,354.78,,,,Hiberno English,12,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,3,,355.73,355.64,357.84,357.96,,,,Hiberno English,7,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,4,,359.52,359.34,362.2,362.3,,,,Hiberno English,11,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,5,,363.52,363.38,365.82,365.96,,,,Hiberno English,8,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,6,,366.64,366.46,370.24,370.4,,,,Hiberno English,11,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,7,,371.44,371.3,373.54,373.68,,,,Hiberno English,5,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,8,,374.6,374.44,376.56,376.68,,,,Hiberno English,14,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,9,,382.98,382.88,384.48,384.6,,,,Hiberno English,5,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,10,,386.96,386.68,388.9,389.04,,,,Hiberno English,9,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,11,,390.26,390.1,392.26,392.46,,,,Hiberno English,11,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,12,,393.5,393.34,396.14,396.22,,,,Hiberno English,6,,,No,No,,,--,--
sp02_av_ids_sty_C,sp02,av,ids,1,13,,396.89,396.7,399,399.26,,,,Hiberno English,9,,,--,No,,,--,--
,,,,,,,,,,,,,,,,,,No,Yes,,,check,check
sp03_av_ids_sty_B,sp03,av,ids,3,35,,47.6,47.46,49.3,49.46,,,,American English,8,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,36,,51.7,51.56,53.72,53.96,,,,American English,9,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,37,,56.64,56.4,58.92,59.08,,,,American English,10,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,38,,61.28,61.08,63.51,63.68,,,,American English,10,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,39,,66.28,66.08,68.46,68.72,,,,American English,10,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,40,,71.12,70.96,74,74.1,,,,American English,13,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,41,,76.7,76.54,79.39,79.56,,,,American English,13,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,42,,81.98,81.88,83.76,83.88,,,,American English,9,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,43,,86.08,85.92,87.62,87.74,,,,American English,6,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,44,,90.03,89.7,92.92,93.04,,,,American English,12,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,45,,95.48,95.32,97.24,97.46,,,,American English,8,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,46,,99.78,99.62,101.34,101.5,,,,American English,7,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,47,,103.24,103.04,105.44,105.58,,,,American English,7,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,48,,108.34,108.12,111.26,111.44,,,,American English,13,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,49,,114.54,114.38,117.54,117.68,,,,American English,12,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,50,,120.5,120.36,123.2,123.36,,,,American English,14,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,51,,126.12,125.88,127.88,128.2,,,,American English,9,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,52,,130.24,130.08,131.86,132,,,,American English,8,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,53,,134.74,134.68,137.44,137.52,,,,American English,13,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,54,,139.74,139.52,142.18,142.36,,,,American English,6,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,55,,144.36,144.14,146.9,147.02,,,,American English,10,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,56,,149.96,149.8,152.04,152.18,,,,American English,11,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,57,,154.88,154.68,156.26,156.48,,,,American English,5,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,3,58,,158.64,158.48,161.62,161.82,,,,American English,13,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,59,,194.36,193.96,196.06,196.1,,,,American English,10,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,60,,198.16,197.96,200.28,200.46,,,,American English, 12,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,61,,202.82,202.66,203.57,203.64,,,,American English,2,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,62,,205.86,205.74,207.2,207.4,,,,American English, 8,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,63,,210.02,209.76,212.16,212.28,,,,American English, 9,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,64,,215.36,215.18,217.92,218.1,,,,American English, 12,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,65,,220.54,220.38,222.02,222.3,,,,American English, 6,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,66,,224.76,224.5,226.76,226.82,,,,American English, 11,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,67,,230.3,230.18,233.32,233.52,,,,American English, 12,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,68,,235.42,235.14,237.76,237.94,,,,American English, 8,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,69,,241,240.88,242.42,242.64,,,,American English, 6,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,70,,245.36,244.98,246.68,246.86,"The speaker added ""and then…"" at the beginning of the sentence.",Yes,Additional Words,American English, 5,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,71,,249.36,249.22,251.74,251.9,,,,American English, 11,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,72,,254.58,254.46,256.98,257.3,,,,American English, 10,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,73,,259.54,259.42,260.88,261.2,,,,American English, 7,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,74,,263.8,263.58,265.42,265.62,,,,American English,6,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,4,75,,268.28,268.16,271.38,271.5,,,,American English,13,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,1,,283.62,283.44,286.94,287,,,,American English,15,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,2,,289.18,289,291.62,291.8,,,,American English,12,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,3,,294.58,294.42,296.52,296.64,,,,American English,7,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,4,,299.88,299.62,302.62,302.7,,,,American English,11,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,5,,305.62,305.36,308.36,308.44,,,,American English,8,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,6,,310.94,310.72,314.24,314.4,,,,American English,11,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,7,,317.26,317.1,318.98,319.1,,,,American English,5,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,8,,330,329.8,332.06,332.2,,,,American English,14,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,9,,335.04,334.8,337.84,337.98,,,,American English,5,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,10,,341.6,341.46,343.48,343.64,,,,American English,9,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,11,,346.1,345.96,348.12,348.24,,,,American English,11,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,12,,351,350.92,353.54,353.86,,,,American English,6,,,No,No,,,--,--
sp03_av_ids_sty_B,sp03,av,ids,1,13,,355.98,355.84,358.16,358.46,,,,American English,9,,,No,No,,,--,--
